"transcriptName","anno"
"NM_000426","circRNA"
"ENST00000405898.1","circRNA"
"NM_194449","circRNA"
"NM_012401","circRNA"
"ENST00000568733.1","circRNA"
"NM_194442","circRNA"
"NM_012407","circRNA"
"NM_012408","circRNA"
"NM_012405","circRNA"
"NM_012406","circRNA"
"NM_001702","circRNA"
"NM_001703","circRNA"
"ENST00000446250.2","circRNA"
"NM_001704","circRNA"
"NM_001033925","circRNA"
"ENST00000367512.3","circRNA"
"NM_001707","circRNA"
"NM_001127493","circRNA"
"NM_001199021","circRNA"
"ENST00000367765.1","circRNA"
"ENST00000409998.1","circRNA"
"ENST00000457478.1","circRNA"
"ENST00000544779.1","circRNA"
"NM_001114172","circRNA"
"ENST00000318607.5","circRNA"
"NM_001114176","circRNA"
"ENST00000536543.1","circRNA"
"ENST00000511526.1","circRNA"
"ENST00000267859.3","circRNA"
"NM_001033930","circRNA"
"ENST00000330055.5","circRNA"
"NM_001199017","circRNA"
"NM_001199014","circRNA"
"TCONS_00027260","circRNA"
"NM_001139488","circRNA"
"ENST00000265295.4","circRNA"
"NM_001139457","circRNA"
"ENST00000289382.3","circRNA"
"NM_001139459","circRNA"
"ENST00000304623.8","circRNA"
"NM_001728","circRNA"
"NM_001199042","circRNA"
"NM_001722","circRNA"
"NM_001723","circRNA"
"ENST00000459131.1","circRNA"
"ENST00000360803.4","circRNA"
"ENST00000261726.6","circRNA"
"ENST00000405142.1","circRNA"
"NM_001139456","circRNA"
"NM_001714","circRNA"
"NM_001715","circRNA"
"ENST00000265175.5","circRNA"
"ENST00000401558.2","circRNA"
"NM_001718","circRNA"
"NM_001719","circRNA"
"ENST00000359541.2","circRNA"
"NM_001711","circRNA"
"NM_001712","circRNA"
"NM_001199038","circRNA"
"NM_001199037","circRNA"
"NM_001199039","circRNA"
"ENST00000495564.1","circRNA"
"NM_001114182","circRNA"
"ENST00000505959.1","circRNA"
"ENST00000519325.1","circRNA"
"NM_001114183","circRNA"
"ENST00000375592.3","circRNA"
"ENST00000263960.2","circRNA"
"NM_133464","circRNA"
"NM_133465","circRNA"
"NM_133466","circRNA"
"NM_133468","circRNA"
"ENST00000529410.1","circRNA"
"NM_001127457","circRNA"
"ENST00000394795.2","circRNA"
"ENST00000369563.3","circRNA"
"ENST00000263377.2","circRNA"
"NM_001020658","circRNA"
"ENST00000508239.1","circRNA"
"NM_133473","circRNA"
"TCONS_00004593","circRNA"
"NM_206808","circRNA"
"ENST00000261596.4","circRNA"
"NM_001114132","circRNA"
"ENST00000551659.1","circRNA"
"NM_001127460","circRNA"
"NM_133474","circRNA"
"NM_133475","circRNA"
"ENST00000278772.4","circRNA"
"NM_001199053","circRNA"
"ENST00000216471.4","circRNA"
"NM_133478","circRNA"
"NM_001199050","circRNA"
"NM_133480","circRNA"
"NM_001199058","circRNA"
"TCONS_00028551","circRNA"
"ENST00000332700.6","circRNA"
"NM_001114122","circRNA"
"NM_001139442","circRNA"
"NM_001114123","circRNA"
"NM_001114120","circRNA"
"NM_001114121","circRNA"
"ENST00000425898.2","circRNA"
"ENST00000333447.7","circRNA"
"NM_001199085","circRNA"
"NM_133486","circRNA"
"NM_133487","circRNA"
"TCONS_00017881","circRNA"
"ENST00000525341.1","circRNA"
"NM_133489","circRNA"
"NM_001199080","circRNA"
"ENST00000265162.5","circRNA"
"NM_001126103","circRNA"
"ENST00000514135.1","circRNA"
"NM_133493","circRNA"
"ENST00000478199.1","circRNA"
"NM_001126107","circRNA"
"NM_133494","circRNA"
"NM_206825","circRNA"
"ENST00000380821.3","circRNA"
"ENST00000582985.1","circRNA"
"ENST00000360064.6","circRNA"
"NM_001030001","circRNA"
"ENST00000373238.1","circRNA"
"ENST00000477496.1","circRNA"
"NM_133496","circRNA"
"NM_001030007","circRNA"
"NM_001126111","circRNA"
"NM_001030006","circRNA"
"ENST00000365504.1","circRNA"
"ENST00000256257.1","circRNA"
"NM_001126114","circRNA"
"NM_206839","circRNA"
"NM_001127448","circRNA"
"TCONS_l2_00023709","circRNA"
"ENST00000261739.4","circRNA"
"ENST00000425645.1","circRNA"
"ENST00000253159.8","circRNA"
"NM_206853","circRNA"
"ENST00000216484.2","circRNA"
"NM_206854","circRNA"
"NM_001030018","circRNA"
"ENST00000546205.1","circRNA"
"TCONS_00004551","circRNA"
"ENST00000496788.1","circRNA"
"NM_206862","circRNA"
"NM_001199091","circRNA"
"NM_133436","circRNA"
"NM_133437","circRNA"
"NM_206855","circRNA"
"ENST00000371666.3","circRNA"
"ENST00000297592.5","circRNA"
"ENST00000317876.4","circRNA"
"ENST00000450241.2","circRNA"
"ENST00000426126.2","circRNA"
"ENST00000252318.2","circRNA"
"ENST00000355842.3","circRNA"
"NM_133443","circRNA"
"NM_206876","circRNA"
"ENST00000523186.1","circRNA"
"NM_133445","circRNA"
"NM_133448","circRNA"
"ENST00000395383.1","circRNA"
"NM_206866","circRNA"
"NM_001043353","circRNA"
"TCONS_00004532","circRNA"
"ENST00000338104.6","circRNA"
"ENST00000232501.3","circRNA"
"ENST00000507242.1","circRNA"
"ENST00000421203.2","circRNA"
"ENST00000380701.3","circRNA"
"ENST00000420592.1","circRNA"
"NM_133452","circRNA"
"NM_206886","circRNA"
"NM_133455","circRNA"
"NM_133457","circRNA"
"NM_133458","circRNA"
"ENST00000583560.1","circRNA"
"NM_133459","circRNA"
"NM_001127401","circRNA"
"NM_205548","circRNA"
"TCONS_00004544","circRNA"
"ENST00000540671.1","circRNA"
"NM_133460","circRNA"
"ENST00000314351.5","circRNA"
"NM_133625","circRNA"
"ENST00000394196.4","circRNA"
"ENST00000526589.1","circRNA"
"ENST00000369699.4","circRNA"
"ENST00000399201.1","circRNA"
"ENST00000261708.4","circRNA"
"ENST00000285928.2","circRNA"
"ENST00000370688.3","circRNA"
"ENST00000374796.2","circRNA"
"NM_133636","circRNA"
"NM_133638","circRNA"
"NM_133631","circRNA"
"NM_001102420","circRNA"
"NM_001102426","circRNA"
"ENST00000261182.8","circRNA"
"ENST00000369709.3","circRNA"
"NM_001080533","circRNA"
"NM_133647","circRNA"
"NM_001080534","circRNA"
"NM_133644","circRNA"
"NM_133645","circRNA"
"ENST00000296043.6","circRNA"
"ENST00000274695.4","circRNA"
"NM_133646","circRNA"
"ENST00000396220.1","circRNA"
"NM_001127713","circRNA"
"NM_001127715","circRNA"
"ENST00000500538.2","circRNA"
"NM_001080529","circRNA"
"ENST00000295704.2","circRNA"
"ENST00000367156.3","circRNA"
"ENST00000462284.1","circRNA"
"ENST00000265433.3","circRNA"
"NM_001080542","circRNA"
"NM_001080543","circRNA"
"ENST00000451324.2","circRNA"
"ENST00000361439.4","circRNA"
"ENST00000355451.6","circRNA"
"ENST00000478569.1","circRNA"
"NM_001079559","circRNA"
"ENST00000534863.1","circRNA"
"NM_001080539","circRNA"
"ENST00000216190.8","circRNA"
"NM_145637","circRNA"
"ENST00000319170.5","circRNA"
"ENST00000416611.1","circRNA"
"NM_001005290","circRNA"
"ENST00000370185.3","circRNA"
"TCONS_l2_00022565","circRNA"
"ENST00000457975.2","circRNA"
"ENST00000278826.6","circRNA"
"ENST00000267460.4","circRNA"
"ENST00000396113.1","circRNA"
"ENST00000361413.3","circRNA"
"TCONS_l2_00022555","circRNA"
"ENST00000268182.5","circRNA"
"NM_001005271","circRNA"
"ENST00000278550.7","circRNA"
"ENST00000374423.3","circRNA"
"ENST00000331898.7","circRNA"
"ENST00000469850.1","circRNA"
"NM_024490","circRNA"
"ENST00000553728.1","circRNA"
"NM_024491","circRNA"
"ENST00000282074.2","circRNA"
"ENST00000417925.1","circRNA"
"NM_001102402","circRNA"
"ENST00000434459.2","circRNA"
"NM_000496","circRNA"
"NM_000495","circRNA"
"ENST00000560197.1","circRNA"
"ENST00000526683.1","circRNA"
"ENST00000563290.1","circRNA"
"NM_012479","circRNA"
"NM_012474","circRNA"
"ENST00000360441.4","circRNA"
"NM_000489","circRNA"
"NM_000487","circRNA"
"NM_000485","circRNA"
"NM_000484","circRNA"
"ENST00000417315.1","circRNA"
"NM_012473","circRNA"
"ENST00000572370.1","circRNA"
"NM_012470","circRNA"
"NM_012471","circRNA"
"ENST00000553465.1","circRNA"
"NM_012469","circRNA"
"ENST00000262291.4","circRNA"
"NR_045584","circRNA"
"NM_012463","circRNA"
"NM_012464","circRNA"
"ENST00000361189.2","circRNA"
"NM_000494","circRNA"
"NM_001199400","circRNA"
"NM_001174103","circRNA"
"ENST00000264951.4","circRNA"
"NM_001174100","circRNA"
"ENST00000432370.2","circRNA"
"ENST00000368977.3","circRNA"
"ENST00000380117.1","circRNA"
"ENST00000296679.4","circRNA"
"ENST00000337002.4","circRNA"
"ENST00000602189.1","circRNA"
"ENST00000395631.2","circRNA"
"NR_045560","circRNA"
"ENST00000534000.1","circRNA"
"NR_045563","circRNA"
"ENST00000587790.1","circRNA"
"NR_045565","circRNA"
"NR_045566","circRNA"
"NM_001174118","circRNA"
"NM_001174116","circRNA"
"NM_000457","circRNA"
"NM_000456","circRNA"
"NM_000455","circRNA"
"NM_000454","circRNA"
"NM_024420","circRNA"
"NM_000453","circRNA"
"NM_024423","circRNA"
"ENST00000414097.2","circRNA"
"NM_001782","circRNA"
"NM_001786","circRNA"
"ENST00000564288.1","circRNA"
"NM_001788","circRNA"
"NM_000459","circRNA"
"NM_001789","circRNA"
"NM_001174124","circRNA"
"ENST00000375025.4","circRNA"
"NM_012434","circRNA"
"NM_012435","circRNA"
"ENST00000536441.1","circRNA"
"NM_001790","circRNA"
"NM_012433","circRNA"
"NM_012430","circRNA"
"NM_001792","circRNA"
"NM_012431","circRNA"
"NM_024430","circRNA"
"NM_001174129","circRNA"
"NM_001174126","circRNA"
"ENST00000431078.1","circRNA"
"NM_000447","circRNA"
"NM_000444","circRNA"
"ENST00000326402.4","circRNA"
"ENST00000440995.2","circRNA"
"NM_001772","circRNA"
"NM_001773","circRNA"
"ENST00000517732.1","circRNA"
"NM_001775","circRNA"
"NM_001776","circRNA"
"NM_001777","circRNA"
"NM_000449","circRNA"
"ENST00000262794.5","circRNA"
"NM_001778","circRNA"
"NM_012425","circRNA"
"ENST00000263383.3","circRNA"
"NM_012426","circRNA"
"NM_012423","circRNA"
"ENST00000519559.1","circRNA"
"ENST00000274192.5","circRNA"
"NM_012424","circRNA"
"ENST00000241052.4","circRNA"
"NM_012421","circRNA"
"ENST00000371384.3","circRNA"
"NM_001780","circRNA"
"ENST00000556584.1","circRNA"
"NM_023110","circRNA"
"NM_001005207","circRNA"
"NM_012429","circRNA"
"NM_012427","circRNA"
"NM_012428","circRNA"
"NM_001199417","circRNA"
"NM_000478","circRNA"
"NM_000477","circRNA"
"ENST00000392766.2","circRNA"
"NM_000474","circRNA"
"NM_012461","circRNA"
"NR_045589","circRNA"
"ENST00000573128.1","circRNA"
"NM_012460","circRNA"
"ENST00000372008.1","circRNA"
"NM_024407","circRNA"
"NM_024408","circRNA"
"NM_012454","circRNA"
"NR_045597","circRNA"
"NM_012455","circRNA"
"NM_012452","circRNA"
"NM_000481","circRNA"
"ENST00000335508.5","circRNA"
"ENST00000352083.6","circRNA"
"ENST00000527414.1","circRNA"
"NM_000466","circRNA"
"ENST00000396593.2","circRNA"
"NM_000465","circRNA"
"ENST00000604680.1","circRNA"
"NM_000462","circRNA"
"ENST00000368594.3","circRNA"
"ENST00000286744.5","circRNA"
"NM_001793","circRNA"
"NM_001174150","circRNA"
"NM_001794","circRNA"
"NM_001795","circRNA"
"NM_001796","circRNA"
"NM_001797","circRNA"
"NM_181291","circRNA"
"NM_001799","circRNA"
"NM_024419","circRNA"
"NM_012447","circRNA"
"NM_012448","circRNA"
"NM_012446","circRNA"
"NM_001174156","circRNA"
"ENST00000318711.7","circRNA"
"NM_001174159","circRNA"
"NM_001867","circRNA"
"NM_000535","circRNA"
"NM_000534","circRNA"
"NM_024504","circRNA"
"NM_024503","circRNA"
"NM_000532","circRNA"
"ENST00000221086.3","circRNA"
"ENST00000524630.1","circRNA"
"NM_001860","circRNA"
"NM_001861","circRNA"
"NR_045602","circRNA"
"NM_181265","circRNA"
"NM_001862","circRNA"
"NM_001863","circRNA"
"NM_001864","circRNA"
"NR_045605","circRNA"
"NM_182592","circRNA"
"NM_024508","circRNA"
"NM_001866","circRNA"
"ENST00000424333.1","circRNA"
"ENST00000247584.5","circRNA"
"ENST00000487133.1","circRNA"
"NM_001856","circRNA"
"NM_024513","circRNA"
"NM_024512","circRNA"
"NM_001858","circRNA"
"NM_024515","circRNA"
"NM_024514","circRNA"
"NM_001859","circRNA"
"NM_000521","circRNA"
"NM_000520","circRNA"
"ENST00000299424.4","circRNA"
"NM_024511","circRNA"
"ENST00000371514.3","circRNA"
"NM_001174051","circRNA"
"NM_001850","circRNA"
"NM_000528","circRNA"
"NM_000527","circRNA"
"NM_000526","circRNA"
"NM_001855","circRNA"
"ENST00000389682.3","circRNA"
"ENST00000466387.1","circRNA"
"ENST00000236877.6","circRNA"
"NM_000555","circRNA"
"NM_000553","circRNA"
"NM_000552","circRNA"
"NM_203282","circRNA"
"NM_001174061","circRNA"
"NM_001881","circRNA"
"NM_182574","circRNA"
"NM_203284","circRNA"
"ENST00000335258.7","circRNA"
"NM_000559","circRNA"
"NM_000558","circRNA"
"NM_203288","circRNA"
"NM_001888","circRNA"
"NM_001174067","circRNA"
"ENST00000435907.1","circRNA"
"NM_001174064","circRNA"
"ENST00000429768.1","circRNA"
"NM_001878","circRNA"
"NM_001879","circRNA"
"NM_000545","circRNA"
"ENST00000545237.1","circRNA"
"NM_000543","circRNA"
"NM_182588","circRNA"
"NM_000540","circRNA"
"NM_203290","circRNA"
"NM_203291","circRNA"
"NM_001174072","circRNA"
"NM_001873","circRNA"
"NM_001163474","circRNA"
"NM_001875","circRNA"
"NM_000548","circRNA"
"NM_001876","circRNA"
"NM_203298","circRNA"
"ENST00000515349.1","circRNA"
"NM_001199356","circRNA"
"ENST00000371621.3","circRNA"
"ENST00000332246.6","circRNA"
"ENST00000552744.1","circRNA"
"ENST00000452510.2","circRNA"
"NM_001199355","circRNA"
"NM_001880","circRNA"
"ENST00000217456.2","circRNA"
"ENST00000219746.9","circRNA"
"NM_001823","circRNA"
"ENST00000215375.2","circRNA"
"NM_001031623","circRNA"
"ENST00000395035.3","circRNA"
"NM_182557","circRNA"
"NM_001827","circRNA"
"NM_001031628","circRNA"
"NM_182551","circRNA"
"NM_182552","circRNA"
"NM_001174084","circRNA"
"NM_001199383","circRNA"
"ENST00000264235.8","circRNA"
"NM_001822","circRNA"
"ENST00000273854.3","circRNA"
"NM_001174088","circRNA"
"NM_001199388","circRNA"
"ENST00000494488.2","circRNA"
"ENST00000378634.2","circRNA"
"NM_001812","circRNA"
"NM_001813","circRNA"
"NM_001814","circRNA"
"NM_182569","circRNA"
"NM_182565","circRNA"
"NR_033652","circRNA"
"ENST00000359213.3","circRNA"
"ENST00000450509.1","circRNA"
"NM_001174090","circRNA"
"ENST00000398878.3","circRNA"
"NM_001199378","circRNA"
"ENST00000392142.4","circRNA"
"NM_001174098","circRNA"
"TCONS_00029567","circRNA"
"NM_001174097","circRNA"
"NR_033646","circRNA"
"ENST00000311127.4","circRNA"
"NR_033645","circRNA"
"NM_001845","circRNA"
"NM_001030311","circRNA"
"ENST00000408888.3","circRNA"
"NM_001846","circRNA"
"NM_000512","circRNA"
"NM_001848","circRNA"
"NM_182533","circRNA"
"NR_033684","circRNA"
"ENST00000552864.1","circRNA"
"NR_033683","circRNA"
"NR_033685","circRNA"
"NM_001164771","circRNA"
"NM_000517","circRNA"
"NM_001843","circRNA"
"NM_170589","circRNA"
"TCONS_00004256","circRNA"
"ENST00000550347.1","circRNA"
"ENST00000332509.3","circRNA"
"ENST00000373433.4","circRNA"
"NM_001164766","circRNA"
"NM_001163435","circRNA"
"NM_001163436","circRNA"
"ENST00000396842.2","circRNA"
"NM_182547","circRNA"
"NM_001839","circRNA"
"NR_033675","circRNA"
"NM_182543","circRNA"
"NR_033674","circRNA"
"NM_182540","circRNA"
"NM_001164760","circRNA"
"NM_001164761","circRNA"
"NM_001830","circRNA"
"NM_000506","circRNA"
"NM_000504","circRNA"
"ENST00000390210.1","circRNA"
"NM_000503","circRNA"
"ENST00000585033.1","circRNA"
"NM_001199397","circRNA"
"ENST00000375011.3","circRNA"
"ENST00000547010.1","circRNA"
"NR_033667","circRNA"
"TCONS_00029542","circRNA"
"ENST00000561908.1","circRNA"
"NM_182515","circRNA"
"NM_001163424","circRNA"
"NM_001164756","circRNA"
"NM_182513","circRNA"
"ENST00000078429.4","circRNA"
"NM_205842","circRNA"
"ENST00000300030.3","circRNA"
"NM_205834","circRNA"
"TCONS_00005566","circRNA"
"NM_205836","circRNA"
"ENST00000315249.7","circRNA"
"ENST00000525484.1","circRNA"
"ENST00000604070.1","circRNA"
"ENST00000263765.4","circRNA"
"NM_001164746","circRNA"
"NM_001164747","circRNA"
"NM_182522","circRNA"
"NM_182523","circRNA"
"ENST00000423093.2","circRNA"
"NM_001164749","circRNA"
"ENST00000520552.1","circRNA"
"NM_001031672","circRNA"
"NM_205843","circRNA"
"NM_205847","circRNA"
"ENST00000223029.3","circRNA"
"NM_001801","circRNA"
"NM_001802","circRNA"
"NM_001031689","circRNA"
"NM_001803","circRNA"
"NM_001807","circRNA"
"ENST00000448642.2","circRNA"
"NM_205860","circRNA"
"ENST00000340413.2","circRNA"
"NM_001031684","circRNA"
"ENST00000403097.1","circRNA"
"ENST00000320394.6","circRNA"
"NM_205861","circRNA"
"ENST00000541297.2","circRNA"
"ENST00000487159.1","circRNA"
"ENST00000554436.1","circRNA"
"ENST00000424560.1","circRNA"
"NM_001164721","circRNA"
"NM_001031690","circRNA"
"NM_001031694","circRNA"
"NM_001031695","circRNA"
"ENST00000378501.2","circRNA"
"ENST00000325203.5","circRNA"
"NM_001164719","circRNA"
"ENST00000342560.5","circRNA"
"ENST00000604213.1","circRNA"
"ENST00000549446.1","circRNA"
"TCONS_l2_00010508","circRNA"
"ENST00000551295.2","circRNA"
"ENST00000309033.4","circRNA"
"ENST00000221671.3","circRNA"
"ENST00000420954.2","circRNA"
"ENST00000251607.6","circRNA"
"ENST00000511885.2","circRNA"
"ENST00000210060.7","circRNA"
"ENST00000469147.1","circRNA"
"ENST00000506290.1","circRNA"
"NM_001042368","circRNA"
"ENST00000322088.6","circRNA"
"ENST00000367419.5","circRNA"
"ENST00000480013.1","circRNA"
"ENST00000409606.1","circRNA"
"NM_001042351","circRNA"
"ENST00000371741.3","circRNA"
"ENST00000586602.1","circRNA"
"ENST00000457616.2","circRNA"
"ENST00000300413.4","circRNA"
"NM_001042388","circRNA"
"NM_001042387","circRNA"
"ENST00000463745.1","circRNA"
"ENST00000358249.2","circRNA"
"NM_001042370","circRNA"
"ENST00000467716.1","circRNA"
"ENST00000262065.3","circRNA"
"ENST00000394685.3","circRNA"
"NM_001080434","circRNA"
"NM_001080432","circRNA"
"NM_001080433","circRNA"
"NM_001080430","circRNA"
"NM_001080431","circRNA"
"ENST00000272427.6","circRNA"
"ENST00000359930.4","circRNA"
"TCONS_l2_00020069","circRNA"
"ENST00000486559.1","circRNA"
"NM_001093755","circRNA"
"NM_001127615","circRNA"
"ENST00000383827.1","circRNA"
"NM_001127617","circRNA"
"NM_001080429","circRNA"
"NM_145729","circRNA"
"NM_145728","circRNA"
"NM_001080427","circRNA"
"ENST00000509061.1","circRNA"
"NM_001080425","circRNA"
"NM_145725","circRNA"
"ENST00000447353.1","circRNA"
"NM_001141920","circRNA"
"NM_001080443","circRNA"
"ENST00000539585.1","circRNA"
"ENST00000597563.1","circRNA"
"ENST00000478161.1","circRNA"
"NM_145733","circRNA"
"NM_145730","circRNA"
"ENST00000357980.4","circRNA"
"ENST00000539728.1","circRNA"
"NM_001080436","circRNA"
"NM_001080437","circRNA"
"NM_001080412","circRNA"
"ENST00000306010.7","circRNA"
"NM_001093729","circRNA"
"ENST00000418145.2","circRNA"
"NM_170707","circRNA"
"ENST00000333577.4","circRNA"
"NM_001093726","circRNA"
"ENST00000375279.2","circRNA"
"ENST00000399455.2","circRNA"
"NM_001128920","circRNA"
"NM_001128926","circRNA"
"ENST00000312358.7","circRNA"
"NM_001128923","circRNA"
"NM_001080407","circRNA"
"ENST00000370689.2","circRNA"
"NM_001128928","circRNA"
"ENST00000361175.4","circRNA"
"ENST00000586869.1","circRNA"
"NM_001080423","circRNA"
"NM_001080424","circRNA"
"NM_001080421","circRNA"
"ENST00000558873.1","circRNA"
"ENST00000374784.1","circRNA"
"ENST00000518322.1","circRNA"
"NM_001080420","circRNA"
"NM_001114309","circRNA"
"ENST00000442291.1","circRNA"
"NM_145755","circRNA"
"ENST00000592864.1","circRNA"
"NM_001128931","circRNA"
"ENST00000358368.4","circRNA"
"NM_001127605","circRNA"
"NM_001080419","circRNA"
"NM_001080416","circRNA"
"NM_001080417","circRNA"
"NM_001080414","circRNA"
"NM_145759","circRNA"
"NM_001080415","circRNA"
"NM_001080479","circRNA"
"NM_001080477","circRNA"
"ENST00000471960.1","circRNA"
"TCONS_l2_00007055","circRNA"
"NM_001080475","circRNA"
"NM_001080470","circRNA"
"NM_001080471","circRNA"
"ENST00000468189.1","circRNA"
"ENST00000529665.1","circRNA"
"NM_001017395","circRNA"
"NM_001017392","circRNA"
"NM_001078166","circRNA"
"NM_001080485","circRNA"
"ENST00000393845.2","circRNA"
"NM_001080484","circRNA"
"ENST00000220509.5","circRNA"
"ENST00000314250.6","circRNA"
"NM_001080481","circRNA"
"NM_001080480","circRNA"
"TCONS_00063837_H19","circRNA"
"ENST00000298694.4","circRNA"
"ENST00000586353.1","circRNA"
"ENST00000554449.1","circRNA"
"NM_001128918","circRNA"
"ENST00000379713.3","circRNA"
"NM_001128917","circRNA"
"ENST00000380739.5","circRNA"
"ENST00000263754.4","circRNA"
"NM_001080452","circRNA"
"NM_001080453","circRNA"
"ENST00000414202.2","circRNA"
"ENST00000360693.3","circRNA"
"NM_001080450","circRNA"
"TCONS_l2_00010688","circRNA"
"ENST00000265565.5","circRNA"
"NM_001080449","circRNA"
"ENST00000553597.1","circRNA"
"NM_001080467","circRNA"
"NM_001004055","circRNA"
"NM_001005386","circRNA"
"NM_001080463","circRNA"
"ENST00000597683.1","circRNA"
"ENST00000483754.1","circRNA"
"NM_001093767","circRNA"
"ENST00000298717.4","circRNA"
"ENST00000270139.3","circRNA"
"ENST00000338728.5","circRNA"
"ENST00000475109.1","circRNA"
"NM_145716","circRNA"
"ENST00000488117.1","circRNA"
"ENST00000404807.1","circRNA"
"NM_024589","circRNA"
"NM_024586","circRNA"
"ENST00000375000.1","circRNA"
"ENST00000341864.5","circRNA"
"NM_024592","circRNA"
"NM_024595","circRNA"
"NM_024594","circRNA"
"NM_024591","circRNA"
"ENST00000357886.4","circRNA"
"NM_024596","circRNA"
"ENST00000265922.3","circRNA"
"NM_001005360","circRNA"
"NM_024599","circRNA"
"NM_024598","circRNA"
"ENST00000216225.8","circRNA"
"ENST00000400060.4","circRNA"
"ENST00000380249.1","circRNA"
"ENST00000266383.5","circRNA"
"NR_033688","circRNA"
"ENST00000254488.2","circRNA"
"ENST00000502459.1","circRNA"
"ENST00000329565.5","circRNA"
"ENST00000371036.3","circRNA"
"NM_001005369","circRNA"
"NM_001005368","circRNA"
"NM_024567","circRNA"
"NM_001005354","circRNA"
"NM_001005353","circRNA"
"NM_001078177","circRNA"
"ENST00000524381.1","circRNA"
"NM_001080496","circRNA"
"NM_001080497","circRNA"
"NM_001080495","circRNA"
"NM_024565","circRNA"
"ENST00000572405.1","circRNA"
"ENST00000458670.1","circRNA"
"NM_001080493","circRNA"
"ENST00000252542.4","circRNA"
"ENST00000370783.3","circRNA"
"NM_024570","circRNA"
"NM_024573","circRNA"
"NM_001078175","circRNA"
"ENST00000393102.3","circRNA"
"ENST00000355478.2","circRNA"
"NM_024578","circRNA"
"ENST00000476902.1","circRNA"
"ENST00000589626.1","circRNA"
"NM_024576","circRNA"
"ENST00000397762.1","circRNA"
"ENST00000470751.1","circRNA"
"NM_024582","circRNA"
"NM_024583","circRNA"
"NM_024580","circRNA"
"NM_001005333","circRNA"
"NM_024546","circRNA"
"NM_001190965","circRNA"
"NM_000578","circRNA"
"NM_024548","circRNA"
"NM_000576","circRNA"
"NM_024541","circRNA"
"NM_024544","circRNA"
"NM_000573","circRNA"
"ENST00000413507.2","circRNA"
"ENST00000361055.4","circRNA"
"NM_024549","circRNA"
"ENST00000296438.5","circRNA"
"ENST00000410003.1","circRNA"
"ENST00000258428.3","circRNA"
"NM_000581","circRNA"
"NM_024551","circRNA"
"NM_001005339","circRNA"
"NM_001190972","circRNA"
"NM_001005336","circRNA"
"NM_001177996","circRNA"
"ENST00000575842.1","circRNA"
"ENST00000273482.6","circRNA"
"NM_024556","circRNA"
"NM_001006657","circRNA"
"NM_000565","circRNA"
"NM_024558","circRNA"
"NM_024552","circRNA"
"ENST00000405148.2","circRNA"
"NM_000561","circRNA"
"NM_001896","circRNA"
"ENST00000552516.1","circRNA"
"ENST00000391910.3","circRNA"
"ENST00000224652.6","circRNA"
"ENST00000474627.3","circRNA"
"NM_024560","circRNA"
"NM_024562","circRNA"
"NM_024561","circRNA"
"NM_024524","circRNA"
"NM_001190987","circRNA"
"ENST00000512062.1","circRNA"
"ENST00000518838.1","circRNA"
"NM_024523","circRNA"
"NM_000599","circRNA"
"NM_024525","circRNA"
"NM_000597","circRNA"
"ENST00000537391.1","circRNA"
"NM_024520","circRNA"
"NM_000596","circRNA"
"NM_024522","circRNA"
"NM_024528","circRNA"
"NM_024527","circRNA"
"NM_024529","circRNA"
"NM_001199324","circRNA"
"ENST00000296318.7","circRNA"
"NM_001163280","circRNA"
"NM_001190992","circRNA"
"NM_001199327","circRNA"
"NM_001006641","circRNA"
"ENST00000358582.4","circRNA"
"NM_024535","circRNA"
"NM_024534","circRNA"
"NM_024537","circRNA"
"NM_001006634","circRNA"
"NM_024536","circRNA"
"NM_001006636","circRNA"
"ENST00000267101.3","circRNA"
"NM_001190979","circRNA"
"NM_024532","circRNA"
"ENST00000522987.1","circRNA"
"ENST00000458683.1","circRNA"
"NM_001163278","circRNA"
"ENST00000302609.7","circRNA"
"ENST00000301998.4","circRNA"
"ENST00000529318.1","circRNA"
"TCONS_l2_00019099","circRNA"
"ENST00000161863.4","circRNA"
"NM_001988","circRNA"
"NM_001006622","circRNA"
"NM_024622","circRNA"
"NM_000655","circRNA"
"NM_001006623","circRNA"
"NM_024621","circRNA"
"ENST00000545249.1","circRNA"
"NM_024620","circRNA"
"NM_001981","circRNA"
"TCONS_00015086","circRNA"
"NM_001982","circRNA"
"NM_001983","circRNA"
"NM_001984","circRNA"
"NM_024629","circRNA"
"ENST00000413483.1","circRNA"
"NM_001987","circRNA"
"NM_024628","circRNA"
"ENST00000354371.2","circRNA"
"ENST00000505450.1","circRNA"
"ENST00000271469.3","circRNA"
"NM_013962","circRNA"
"ENST00000573950.1","circRNA"
"NM_013960","circRNA"
"NM_001990","circRNA"
"NR_033733","circRNA"
"ENST00000389441.4","circRNA"
"ENST00000360084.5","circRNA"
"NM_001978","circRNA"
"NM_001190879","circRNA"
"NM_001979","circRNA"
"NM_024635","circRNA"
"NM_024630","circRNA"
"NR_033730","circRNA"
"NM_001006617","circRNA"
"NM_001006618","circRNA"
"NM_001970","circRNA"
"NM_001020819","circRNA"
"NM_001973","circRNA"
"NM_024638","circRNA"
"NM_024637","circRNA"
"NM_001974","circRNA"
"NM_001975","circRNA"
"NM_001976","circRNA"
"ENST00000378372.3","circRNA"
"ENST00000449111.1","circRNA"
"NM_001199214","circRNA"
"ENST00000243344.7","circRNA"
"ENST00000549804.2","circRNA"
"NM_013956","circRNA"
"ENST00000378888.5","circRNA"
"NM_024602","circRNA"
